,Household_ID,Zone,Household_Size,Distribution_Date,Ration_Type,Ration_Amount_Kg,Satisfaction_Rating,Rice_Kg,Vegetable_Oil_L,Rice_Per_Person,Oil_Per_Person,Ration_Amount_Per_Person,Zone_Monthly_Total_Kg,Total_Food_Kg,Zone_Quarterly_Total_Kg
348,HH0349,Kakuma 2,8.0,2025-06-30,Cash Transfer,43.6,Very Unsatisfied,33.6,2.8,4.2,0.35,5.45,12251.69,80.0,12251.69
349,HH0350,Kakuma 1,4.0,2025-06-07,E-Voucher,40.3,Unsatisfied,26.6,3.3,6.65,0.82,10.07,19830.82,70.2,19830.82
350,HH0351,Kakuma 2,6.0,2025-06-17,E-Voucher,47.9,Very Unsatisfied,30.6,3.2,5.1,0.53,7.98,12251.69,81.7,12251.69
351,HH0352,Kakuma 2,6.0,2025-06-12,Cash Transfer,10.9,Very Unsatisfied,6.8,1.1,1.13,0.18,1.82,12251.69,18.8,12251.69
352,HH0353,Kakuma 1,3.0,2025-06-09,Dry Rations,32.5,Very Satisfied,21.4,1.7,7.13,0.57,10.83,19830.82,55.6,19830.82
353,HH0354,Kakuma 4,2.0,2025-06-09,Cash Transfer,39.1,Satisfied,29.6,3.0,14.8,1.5,19.55,13447.05,71.7,13447.05
354,HH0355,Kakuma 2,9.0,2025-06-09,Dry Rations,47.0,Very Unsatisfied,29.6,3.0,3.29,0.33,5.22,12251.69,79.6,12251.69
355,HH0356,Kakuma 3,9.0,2025-06-21,E-Voucher,54.9,Very Satisfied,35.4,4.5,3.93,0.5,6.1,11340.6,94.8,11340.6
356,HH0357,Kakuma 4,1.0,2025-06-21,E-Voucher,31.1,Very Unsatisfied,19.7,2.0,19.7,2.0,31.1,13447.05,52.8,13447.05
357,HH0358,Kalobeyei,3.0,2025-06-30,Dry Rations,54.6,Unsatisfied,36.4,3.7,12.13,1.23,18.2,12046.84,94.7,12046.84
358,HH0359,Kakuma 1,8.0,2025-06-21,E-Voucher,40.16,Very Satisfied,28.0,3.3,3.5,0.41,5.02,19830.82,71.46,19830.82
359,HH0360,Kakuma 1,8.0,2025-06-30,Dry Rations,38.7,Satisfied,25.9,2.3,3.24,0.29,4.84,19830.82,66.9,19830.82
360,HH0361,Kakuma 4,5.0,2025-06-08,Dry Rations,45.8,Neutral,36.5,4.2,7.3,0.84,9.16,13447.05,86.5,13447.05
361,HH0362,Kakuma 4,5.0,2025-06-14,E-Voucher,38.0,Very Satisfied,26.5,3.0,5.3,0.6,7.6,13447.05,67.5,13447.05
362,HH0363,Kakuma 1,6.0,2025-06-08,Dry Rations,51.1,Very Satisfied,32.5,4.5,5.42,0.75,8.52,19830.82,88.1,19830.82
363,HH0364,Kalobeyei,7.0,2025-06-14,Cash Transfer,36.0,Satisfied,32.5,3.1,4.64,0.44,5.14,12046.84,71.6,12046.84
364,HH0365,Kakuma 4,1.0,2025-06-07,Cash Transfer,36.1,Unsatisfied,25.0,2.2,25.0,2.2,36.1,13447.05,63.3,13447.05
365,HH0366,Kalobeyei,1.0,2025-06-23,E-Voucher,50.5,Very Satisfied,37.5,4.0,37.5,4.0,50.5,12046.84,92.0,12046.84
366,HH0367,Kakuma 4,3.0,2025-06-12,E-Voucher,32.4,Very Satisfied,25.8,3.0,8.6,1.0,10.8,13447.05,61.2,13447.05
367,HH0368,Kakuma 3,4.0,2025-06-11,Dry Rations,42.5,Unsatisfied,25.9,3.0,6.48,0.75,10.62,11340.6,71.4,11340.6
368,HH0369,Kakuma 1,1.0,2025-06-11,Dry Rations,23.4,Satisfied,14.5,2.3,14.5,2.3,23.4,19830.82,40.2,19830.82
369,HH0370,Kalobeyei,3.0,2025-06-22,Dry Rations,58.2,Very Satisfied,43.3,4.2,14.43,1.4,19.4,12046.84,105.7,12046.84
370,HH0371,Kakuma 2,2.0,2025-06-11,Dry Rations,52.1,Very Unsatisfied,34.2,3.0,17.1,1.5,26.05,12251.69,89.3,12251.69
371,HH0372,Kakuma 4,2.0,2025-06-25,Cash Transfer,67.5,Very Satisfied,43.0,4.7,21.5,2.35,33.75,13447.05,115.2,13447.05
372,HH0373,Kakuma 2,1.0,2025-06-22,Cash Transfer,53.4,Neutral,32.5,5.2,32.5,5.2,53.4,12251.69,91.1,12251.69
373,HH0374,Kakuma 3,8.0,2025-06-28,Cash Transfer,28.7,Very Unsatisfied,17.3,1.9,2.16,0.24,3.59,11340.6,47.9,11340.6
374,HH0375,Kakuma 1,3.0,2025-06-29,Dry Rations,46.7,Neutral,35.3,4.4,11.77,1.47,15.57,19830.82,86.4,19830.82
375,HH0376,Kakuma 3,3.0,2025-06-29,Dry Rations,30.8,Very Satisfied,19.3,2.9,6.43,0.97,10.27,11340.6,53.0,11340.6
376,HH0377,Kakuma 4,6.0,2025-06-29,E-Voucher,55.8,Satisfied,38.7,3.8,6.45,0.63,9.3,13447.05,98.3,13447.05
377,HH0378,Kakuma 2,8.0,2025-06-02,Dry Rations,29.0,Very Unsatisfied,20.9,1.6,2.61,0.2,3.62,12251.69,51.5,12251.69
378,HH0379,Kakuma 2,9.0,2025-06-02,Dry Rations,28.5,Neutral,19.5,2.5,2.17,0.28,3.17,12251.69,50.5,12251.69
379,HH0380,Kalobeyei,9.0,2025-06-21,Dry Rations,23.9,Unsatisfied,19.5,1.6,2.17,0.18,2.66,12046.84,45.0,12046.84
380,HH0381,Kakuma 2,4.0,2025-06-15,Dry Rations,35.1,Satisfied,26.6,3.1,6.65,0.78,8.78,12251.69,64.8,12251.69
381,HH0382,Kalobeyei,5.0,2025-06-20,Dry Rations,33.1,Neutral,19.9,2.4,3.98,0.48,6.62,12046.84,55.4,12046.84
382,HH0383,Kakuma 1,2.0,2025-06-27,E-Voucher,27.4,Very Unsatisfied,20.6,2.0,10.3,1.0,13.7,19830.82,50.0,19830.82
383,HH0384,Kakuma 4,9.0,2025-06-27,Dry Rations,59.9,Very Unsatisfied,20.6,3.0,2.29,0.33,6.66,13447.05,83.5,13447.05
384,HH0385,Kalobeyei,8.0,2025-07-01,E-Voucher,45.3,Unsatisfied,31.1,3.1,3.89,0.39,5.66,502.09,79.5,502.09
385,HH0386,Kakuma 1,3.0,2025-06-15,Dry Rations,44.1,Neutral,31.2,3.2,10.4,1.07,14.7,19830.82,78.5,19830.82
386,HH0387,Kakuma 2,9.0,2025-06-19,Cash Transfer,55.9,Neutral,38.9,3.8,4.32,0.42,6.21,12251.69,98.6,12251.69
387,HH0388,Kakuma 2,3.0,2025-06-23,Cash Transfer,42.6,Very Satisfied,38.9,2.9,12.97,0.97,14.2,12251.69,84.4,12251.69
388,HH0389,Kakuma 1,3.0,2025-06-24,Cash Transfer,32.5,Unsatisfied,25.3,2.5,8.43,0.83,10.83,19830.82,60.3,19830.82
389,HH0390,Kakuma 2,2.0,2025-06-12,Cash Transfer,23.0,Unsatisfied,17.9,2.1,8.95,1.05,11.5,12251.69,43.0,12251.69
390,HH0391,Kakuma 1,9.0,2025-06-13,E-Voucher,31.9,Very Satisfied,21.3,2.2,2.37,0.24,3.54,19830.82,55.4,19830.82
391,HH0392,Kalobeyei,8.0,2025-06-22,E-Voucher,55.1,Very Unsatisfied,39.8,4.2,4.97,0.52,6.89,12046.84,99.1,12046.84
392,HH0393,Kalobeyei,9.0,2025-06-11,Dry Rations,27.4,Very Satisfied,21.5,2.3,2.39,0.26,3.04,12046.84,51.2,12046.84
393,HH0394,Kakuma 1,5.0,2025-06-05,Cash Transfer,43.5,Very Unsatisfied,34.5,2.8,6.9,0.56,8.7,19830.82,80.8,19830.82
394,HH0395,Kalobeyei,2.0,2025-06-29,E-Voucher,50.3,Neutral,35.3,3.2,17.65,1.6,25.15,12046.84,88.8,12046.84
395,HH0396,Kakuma 1,8.0,2025-06-01,Dry Rations,42.9,Satisfied,29.6,4.1,3.7,0.51,5.36,19830.82,76.6,19830.82
396,HH0397,Kalobeyei,6.0,2025-06-24,Dry Rations,44.0,Very Unsatisfied,28.9,3.8,4.82,0.63,7.33,12046.84,76.7,12046.84
397,HH0398,Kakuma 1,8.0,2025-06-03,E-Voucher,46.6,Very Unsatisfied,36.9,3.7,4.61,0.46,5.82,19830.82,87.2,19830.82
398,HH0399,Kakuma 4,5.0,2025-07-01,E-Voucher,43.8,Very Unsatisfied,27.5,3.6,5.5,0.72,8.76,294.8,74.9,294.8
399,HH0400,Kakuma 2,2.0,2025-06-22,Dry Rations,56.1,Very Satisfied,40.2,2.9,20.1,1.45,28.05,12251.69,99.2,12251.69
400,HH0401,Kakuma 3,6.0,2025-06-19,Cash Transfer,29.6,Unsatisfied,19.4,2.4,3.23,0.4,4.93,11340.6,51.4,11340.6
401,HH0402,Kalobeyei,5.0,2025-06-23,Cash Transfer,42.4,Satisfied,19.4,3.2,3.88,0.64,8.48,12046.84,65.0,12046.84
402,HH0403,Kakuma 1,5.0,2025-06-23,Cash Transfer,21.8,Satisfied,14.8,1.7,2.96,0.34,4.36,19830.82,38.3,19830.82
403,HH0404,Kalobeyei,1.0,2025-06-30,Cash Transfer,19.3,Very Unsatisfied,15.4,1.3,15.4,1.3,19.3,12046.84,36.0,12046.84
404,HH0405,Kakuma 4,2.0,2025-06-30,Cash Transfer,39.2,Satisfied,24.0,2.1,12.0,1.05,19.6,13447.05,65.3,13447.05
405,HH0406,Kakuma 1,8.0,2025-06-12,Dry Rations,45.4,Very Unsatisfied,24.0,2.7,3.0,0.34,5.68,19830.82,72.1,19830.82
406,HH0407,Kakuma 1,8.0,2025-06-15,Cash Transfer,56.3,Satisfied,24.0,5.5,3.0,0.69,7.04,19830.82,85.8,19830.82
407,HH0408,Kakuma 4,8.0,2025-06-25,Dry Rations,40.16,Unsatisfied,40.5,4.5,5.06,0.56,5.02,13447.05,85.16,13447.05
408,HH0409,Kalobeyei,8.0,2025-06-05,Cash Transfer,53.2,Very Unsatisfied,36.6,3.0,4.58,0.38,6.65,12046.84,92.8,12046.84
409,HH0410,Kakuma 4,8.0,2025-06-15,E-Voucher,47.3,Satisfied,33.2,2.5,4.15,0.31,5.91,13447.05,83.0,13447.05
410,HH0411,Kakuma 2,2.0,2025-06-08,Cash Transfer,41.6,Very Satisfied,27.1,2.2,13.55,1.1,20.8,12251.69,70.9,12251.69
411,HH0412,Kakuma 2,8.0,2025-06-10,Cash Transfer,40.16,Neutral,16.4,2.1,2.05,0.26,5.02,12251.69,58.66,12251.69
412,HH0413,Kalobeyei,1.0,2025-06-26,Dry Rations,40.16,Neutral,23.8,3.0,23.8,3.0,40.16,12046.84,66.96,12046.84
413,HH0414,Kakuma 4,6.0,2025-06-16,Dry Rations,52.9,Neutral,34.9,4.0,5.82,0.67,8.82,13447.05,91.8,13447.05
414,HH0415,Kakuma 1,8.0,2025-06-08,Cash Transfer,49.0,Very Unsatisfied,38.9,3.0,4.86,0.38,6.12,19830.82,90.9,19830.82
415,HH0416,Kalobeyei,3.0,2025-06-01,E-Voucher,27.1,Very Unsatisfied,21.4,2.4,7.13,0.8,9.03,12046.84,50.9,12046.84
416,HH0417,Kakuma 2,8.0,2025-06-12,E-Voucher,46.1,Very Unsatisfied,30.7,2.7,3.84,0.34,5.76,12251.69,79.5,12251.69
417,HH0418,Kakuma 2,1.0,2025-06-05,E-Voucher,45.3,Unsatisfied,32.4,2.7,32.4,2.7,45.3,12251.69,80.4,12251.69
418,HH0419,Kalobeyei,9.0,2025-06-03,E-Voucher,43.5,Very Satisfied,34.0,3.2,3.78,0.36,4.83,12046.84,80.7,12046.84
419,HH0420,Kakuma 4,9.0,2025-06-01,E-Voucher,39.7,Very Satisfied,23.9,2.6,2.66,0.29,4.41,13447.05,66.2,13447.05
420,HH0421,Kakuma 2,5.0,2025-06-04,Dry Rations,46.7,Neutral,35.6,2.9,7.12,0.58,9.34,12251.69,85.2,12251.69
421,HH0422,Kakuma 1,5.0,2025-06-08,Cash Transfer,47.0,Very Unsatisfied,35.6,3.0,7.12,0.6,9.4,19830.82,85.6,19830.82
422,HH0423,Kakuma 2,6.0,2025-06-03,Dry Rations,33.6,Neutral,20.8,2.8,3.47,0.47,5.6,12251.69,57.2,12251.69
423,HH0424,Kakuma 2,6.0,2025-06-10,Dry Rations,44.6,Satisfied,28.2,4.1,4.7,0.68,7.43,12251.69,76.9,12251.69
424,HH0425,Kakuma 3,5.0,2025-06-02,Dry Rations,38.1,Unsatisfied,30.2,2.7,6.04,0.54,7.62,11340.6,71.0,11340.6
425,HH0426,Kakuma 2,5.0,2025-06-02,Dry Rations,25.1,Unsatisfied,17.8,1.3,3.56,0.26,5.02,12251.69,44.2,12251.69
426,HH0427,Kakuma 1,3.0,2025-06-25,E-Voucher,34.4,Unsatisfied,20.7,2.2,6.9,0.73,11.47,19830.82,57.3,19830.82
427,HH0428,Kalobeyei,7.0,2025-06-10,Cash Transfer,24.4,Unsatisfied,15.9,2.4,2.27,0.34,3.49,12046.84,42.7,12046.84
428,HH0429,Kalobeyei,5.0,2025-06-21,Cash Transfer,49.8,Neutral,15.9,4.0,3.18,0.8,9.96,12046.84,69.7,12046.84
429,HH0430,Kakuma 4,5.0,2025-06-14,Cash Transfer,43.6,Very Satisfied,32.2,3.7,6.44,0.74,8.72,13447.05,79.5,13447.05
430,HH0431,Kakuma 2,2.0,2025-06-07,Dry Rations,36.4,Neutral,27.2,1.8,13.6,0.9,18.2,12251.69,65.4,12251.69
431,HH0432,Kakuma 1,4.0,2025-06-27,E-Voucher,40.16,Unsatisfied,43.3,4.1,10.82,1.02,10.04,19830.82,87.56,19830.82
432,HH0433,Kakuma 4,2.0,2025-06-27,Cash Transfer,40.7,Neutral,26.8,2.1,13.4,1.05,20.35,13447.05,69.6,13447.05
433,HH0434,Kakuma 3,7.0,2025-06-02,E-Voucher,25.7,Very Unsatisfied,18.2,2.0,2.6,0.29,3.67,11340.6,45.9,11340.6
434,HH0435,Kakuma 4,2.0,2025-06-09,E-Voucher,35.6,Very Unsatisfied,25.2,3.4,12.6,1.7,17.8,13447.05,64.2,13447.05
435,HH0436,Kakuma 4,1.0,2025-06-16,Cash Transfer,56.3,Very Satisfied,25.2,3.0,25.2,3.0,56.3,13447.05,84.5,13447.05
436,HH0437,Kakuma 2,9.0,2025-06-13,E-Voucher,33.3,Very Unsatisfied,21.1,2.6,2.34,0.29,3.7,12251.69,57.0,12251.69
437,HH0438,Kakuma 3,1.0,2025-06-09,Dry Rations,42.8,Satisfied,34.0,3.1,34.0,3.1,42.8,11340.6,79.9,11340.6
438,HH0439,Kakuma 4,8.0,2025-06-20,E-Voucher,47.4,Neutral,34.0,4.6,4.25,0.57,5.92,13447.05,86.0,13447.05
439,HH0440,Kakuma 1,2.0,2025-06-04,Cash Transfer,45.9,Satisfied,32.1,3.8,16.05,1.9,22.95,19830.82,81.8,19830.82
440,HH0441,Kakuma 1,8.0,2025-06-22,Cash Transfer,64.5,Neutral,32.1,3.4,4.01,0.42,8.06,19830.82,100.0,19830.82
441,HH0442,Kalobeyei,3.0,2025-06-10,Dry Rations,28.2,Very Unsatisfied,18.2,2.1,6.07,0.7,9.4,12046.84,48.5,12046.84
442,HH0443,Kakuma 3,6.0,2025-06-26,Dry Rations,29.2,Unsatisfied,20.7,1.8,3.45,0.3,4.87,11340.6,51.7,11340.6
443,HH0444,Kakuma 3,3.0,2025-06-26,Dry Rations,28.4,Unsatisfied,21.0,2.1,7.0,0.7,9.47,11340.6,51.5,11340.6
444,HH0445,Kakuma 1,7.0,2025-06-26,E-Voucher,37.0,Neutral,26.0,2.7,3.71,0.39,5.29,19830.82,65.7,19830.82
445,HH0446,Kakuma 4,7.0,2025-06-12,E-Voucher,51.0,Unsatisfied,40.7,4.0,5.81,0.57,7.29,13447.05,95.7,13447.05
446,HH0447,Kakuma 3,2.0,2025-06-17,E-Voucher,29.7,Very Unsatisfied,21.5,2.0,10.75,1.0,14.85,11340.6,53.2,11340.6
447,HH0448,Kakuma 1,5.0,2025-06-14,Dry Rations,51.1,Unsatisfied,34.5,3.0,6.9,0.6,10.22,19830.82,88.6,19830.82
448,HH0449,Kakuma 1,6.0,2025-06-14,Dry Rations,40.4,Very Unsatisfied,30.5,3.0,5.08,0.5,6.73,19830.82,73.9,19830.82
449,HH0450,Kakuma 2,4.0,2025-06-25,Cash Transfer,40.16,Satisfied,18.3,2.6,4.58,0.65,10.04,12251.69,61.06,12251.69
450,HH0451,Kakuma 3,4.0,2025-06-02,E-Voucher,22.5,Very Unsatisfied,15.2,1.9,3.8,0.48,5.62,11340.6,39.6,11340.6
451,HH0452,Kakuma 4,4.0,2025-06-21,E-Voucher,24.7,Very Satisfied,16.5,1.7,4.12,0.42,6.18,13447.05,42.9,13447.05
452,HH0453,Kakuma 1,2.0,2025-06-25,Cash Transfer,33.3,Very Unsatisfied,22.9,3.2,11.45,1.6,16.65,19830.82,59.4,19830.82
453,HH0454,Kalobeyei,4.0,2025-06-20,Cash Transfer,38.3,Very Satisfied,29.0,3.7,7.25,0.92,9.57,12046.84,71.0,12046.84
454,HH0455,Kakuma 4,1.0,2025-06-11,E-Voucher,53.5,Neutral,37.3,3.2,37.3,3.2,53.5,13447.05,94.0,13447.05
455,HH0456,Kakuma 2,6.0,2025-06-16,E-Voucher,48.0,Neutral,36.4,2.5,6.07,0.42,8.0,12251.69,86.9,12251.69
456,HH0457,Kalobeyei,1.0,2025-06-19,Cash Transfer,31.6,Neutral,36.4,2.8,36.4,2.8,31.6,12046.84,70.8,12046.84
457,HH0458,Kakuma 3,6.0,2025-07-01,Dry Rations,44.1,Very Unsatisfied,29.5,4.0,4.92,0.67,7.35,679.36,77.6,679.36
458,HH0459,Kakuma 2,6.0,2025-06-23,E-Voucher,56.5,Neutral,43.1,5.6,7.18,0.93,9.42,12251.69,105.2,12251.69
459,HH0460,Kakuma 3,6.0,2025-06-06,Cash Transfer,58.7,Satisfied,43.1,5.5,7.18,0.92,9.78,11340.6,107.3,11340.6
460,HH0461,Kakuma 1,8.0,2025-06-24,Cash Transfer,36.9,Very Satisfied,23.8,3.0,2.98,0.38,4.61,19830.82,63.7,19830.82
461,HH0462,Kakuma 2,2.0,2025-06-19,Cash Transfer,49.6,Very Unsatisfied,34.8,3.8,17.4,1.9,24.8,12251.69,88.2,12251.69
462,HH0463,Kalobeyei,2.0,2025-06-19,Cash Transfer,53.9,Very Satisfied,35.2,2.8,17.6,1.4,26.95,12046.84,91.9,12046.84
463,HH0464,Kakuma 2,4.0,2025-06-26,Dry Rations,24.9,Neutral,35.2,1.6,8.8,0.4,6.22,12251.69,61.7,12251.69
464,HH0465,Kakuma 2,3.0,2025-06-04,Cash Transfer,34.9,Very Unsatisfied,25.5,2.5,8.5,0.83,11.63,12251.69,62.9,12251.69
465,HH0466,Kakuma 2,4.0,2025-06-15,E-Voucher,62.2,Unsatisfied,43.7,5.1,10.92,1.27,15.55,12251.69,111.0,12251.69
466,HH0467,Kakuma 2,7.0,2025-06-29,Dry Rations,37.0,Satisfied,25.5,2.9,3.64,0.41,5.29,12251.69,65.4,12251.69
467,HH0468,Kakuma 3,1.0,2025-06-04,Cash Transfer,10.7,Neutral,8.5,0.9,8.5,0.9,10.7,11340.6,20.1,11340.6
468,HH0469,Kakuma 1,6.0,2025-06-20,Dry Rations,38.8,Neutral,27.7,2.5,4.62,0.42,6.47,19830.82,69.0,19830.82
469,HH0470,Kakuma 4,3.0,2025-06-10,E-Voucher,51.2,Satisfied,39.6,4.0,13.2,1.33,17.07,13447.05,94.8,13447.05
470,HH0471,Kakuma 2,7.0,2025-06-24,Cash Transfer,40.1,Satisfied,25.2,2.2,3.6,0.31,5.73,12251.69,67.5,12251.69
471,HH0472,Kalobeyei,2.0,2025-06-22,E-Voucher,47.2,Unsatisfied,33.7,3.3,16.85,1.65,23.6,12046.84,84.2,12046.84
472,HH0473,Kakuma 2,2.0,2025-06-03,E-Voucher,49.4,Neutral,38.2,4.3,19.1,2.15,24.7,12251.69,91.9,12251.69
473,HH0474,Kalobeyei,4.0,2025-06-26,Cash Transfer,36.5,Neutral,26.2,3.1,6.55,0.78,9.12,12046.84,65.8,12046.84
474,HH0475,Kakuma 3,1.0,2025-06-05,Cash Transfer,34.8,Very Satisfied,25.9,3.5,25.9,3.5,34.8,11340.6,64.2,11340.6
475,HH0476,Kalobeyei,3.0,2025-06-06,Cash Transfer,41.5,Very Unsatisfied,28.0,2.7,9.33,0.9,13.83,12046.84,72.2,12046.84
476,HH0477,Kakuma 4,9.0,2025-06-21,Cash Transfer,41.8,Very Unsatisfied,25.9,3.1,2.88,0.34,4.64,13447.05,70.8,13447.05
477,HH0478,Kakuma 1,7.0,2025-06-22,Dry Rations,40.16,Very Satisfied,25.9,2.7,3.7,0.39,5.74,19830.82,68.76,19830.82
478,HH0479,Kalobeyei,7.0,2025-06-08,Cash Transfer,41.0,Very Unsatisfied,27.8,3.0,3.97,0.43,5.86,12046.84,71.8,12046.84
479,HH0480,Kalobeyei,4.0,2025-06-07,Cash Transfer,32.5,Satisfied,25.1,3.0,6.28,0.75,8.12,12046.84,60.6,12046.84
480,HH0481,Kakuma 1,2.0,2025-06-21,Dry Rations,47.5,Very Unsatisfied,25.1,4.0,12.55,2.0,23.75,19830.82,76.6,19830.82
481,HH0482,Kakuma 4,4.0,2025-06-10,Dry Rations,46.0,Very Unsatisfied,36.5,4.3,9.12,1.08,11.5,13447.05,86.8,13447.05
482,HH0483,Kakuma 2,6.0,2025-06-06,Dry Rations,26.6,Very Unsatisfied,21.1,1.6,3.52,0.27,4.43,12251.69,49.3,12251.69
483,HH0484,Kalobeyei,3.0,2025-06-14,Dry Rations,36.1,Unsatisfied,23.4,3.4,7.8,1.13,12.03,12046.84,62.9,12046.84
484,HH0485,Kakuma 1,1.0,2025-06-04,Dry Rations,40.9,Very Unsatisfied,27.4,2.2,27.4,2.2,40.9,19830.82,70.5,19830.82
485,HH0486,Kakuma 3,8.0,2025-06-28,Dry Rations,34.7,Very Unsatisfied,27.0,3.3,3.38,0.41,4.34,11340.6,65.0,11340.6
486,HH0487,Kakuma 1,5.0,2025-06-25,Cash Transfer,46.4,Unsatisfied,36.8,3.1,7.36,0.62,9.28,19830.82,86.3,19830.82
487,HH0488,Kakuma 3,5.0,2025-06-13,Cash Transfer,39.3,Very Satisfied,27.1,2.6,5.42,0.52,7.86,11340.6,69.0,11340.6
488,HH0489,Kakuma 4,4.0,2025-06-20,E-Voucher,41.7,Unsatisfied,27.7,3.2,6.92,0.8,10.42,13447.05,72.6,13447.05
489,HH0490,Kakuma 2,6.0,2025-06-17,Cash Transfer,36.0,Very Satisfied,25.4,3.5,4.23,0.58,6.0,12251.69,64.9,12251.69
490,HH0491,Kakuma 1,3.0,2025-06-23,Cash Transfer,20.1,Satisfied,14.8,1.1,4.93,0.37,6.7,19830.82,36.0,19830.82
491,HH0492,Kalobeyei,9.0,2025-06-07,Dry Rations,19.5,Very Satisfied,12.8,1.3,1.42,0.14,2.17,12046.84,33.6,12046.84
492,HH0493,Kakuma 4,5.0,2025-06-04,Dry Rations,45.9,Satisfied,34.3,4.3,6.86,0.86,9.18,13447.05,84.5,13447.05
493,HH0494,Kakuma 1,3.0,2025-06-29,Cash Transfer,42.7,Satisfied,26.1,3.0,8.7,1.0,14.23,19830.82,71.8,19830.82
494,HH0495,Kalobeyei,1.0,2025-06-14,E-Voucher,44.4,Very Satisfied,26.1,2.7,26.1,2.7,44.4,12046.84,73.2,12046.84
495,HH0496,Kakuma 1,6.0,2025-06-03,Dry Rations,41.3,Neutral,28.0,2.9,4.67,0.48,6.88,19830.82,72.2,19830.82
496,HH0497,Kakuma 3,2.0,2025-06-24,Cash Transfer,42.1,Very Satisfied,28.2,2.9,14.1,1.45,21.05,11340.6,73.2,11340.6
497,HH0498,Kakuma 1,3.0,2025-06-05,Cash Transfer,49.7,Very Unsatisfied,33.0,4.8,11.0,1.6,16.57,19830.82,87.5,19830.82
498,HH0499,Kakuma 1,1.0,2025-06-05,E-Voucher,44.4,Very Unsatisfied,31.0,3.9,31.0,3.9,44.4,19830.82,79.3,19830.82
499,HH0500,Kakuma 1,9.0,2025-06-26,E-Voucher,40.16,Neutral,33.5,3.8,3.72,0.42,4.46,19830.82,77.46,19830.82
500,HH0501,Kakuma 4,8.0,2025-06-23,Dry Rations,41.7,Very Unsatisfied,26.6,4.1,3.32,0.51,5.21,13447.05,72.4,13447.05
501,HH0502,Kakuma 1,2.0,2025-06-20,E-Voucher,37.0,Neutral,24.5,2.7,12.25,1.35,18.5,19830.82,64.2,19830.82
502,HH0503,Kalobeyei,8.0,2025-06-04,Cash Transfer,41.9,Very Unsatisfied,33.3,2.2,4.16,0.28,5.24,12046.84,77.4,12046.84
503,HH0504,Kakuma 3,9.0,2025-06-24,Cash Transfer,31.6,Neutral,21.6,2.0,2.4,0.22,3.51,11340.6,55.2,11340.6
504,HH0505,Kakuma 1,1.0,2025-06-30,E-Voucher,36.2,Very Satisfied,21.6,2.6,21.6,2.6,36.2,19830.82,60.4,19830.82
505,HH0506,Kakuma 1,5.0,2025-06-24,E-Voucher,41.8,Neutral,29.9,2.4,5.98,0.48,8.36,19830.82,74.1,19830.82
506,HH0507,Kakuma 4,8.0,2025-06-02,E-Voucher,41.6,Satisfied,33.1,4.1,4.14,0.51,5.2,13447.05,78.8,13447.05
507,HH0508,Kakuma 4,2.0,2025-06-30,E-Voucher,38.9,Very Satisfied,25.2,3.4,12.6,1.7,19.45,13447.05,67.5,13447.05
508,HH0509,Kalobeyei,4.0,2025-06-18,Dry Rations,26.1,Unsatisfied,19.2,1.7,4.8,0.42,6.52,12046.84,47.0,12046.84
509,HH0510,Kakuma 1,7.0,2025-06-19,E-Voucher,46.4,Very Unsatisfied,19.2,3.7,2.74,0.53,6.63,19830.82,69.3,19830.82
510,HH0511,Kakuma 3,3.0,2025-07-01,Dry Rations,48.3,Very Unsatisfied,34.8,4.2,11.6,1.4,16.1,679.36,87.3,679.36
511,HH0512,Kakuma 4,5.0,2025-07-01,Cash Transfer,56.4,Neutral,34.8,3.0,6.96,0.6,11.28,294.8,94.2,294.8
512,HH0513,Kakuma 1,8.0,2025-06-28,E-Voucher,44.4,Very Satisfied,32.7,4.2,4.09,0.52,5.55,19830.82,81.3,19830.82
513,HH0514,Kakuma 4,8.0,2025-06-19,Dry Rations,40.0,Unsatisfied,24.5,3.0,3.06,0.38,5.0,13447.05,67.5,13447.05
514,HH0515,Kakuma 4,4.0,2025-06-17,E-Voucher,29.9,Very Satisfied,21.5,2.7,5.38,0.68,7.48,13447.05,54.1,13447.05
515,HH0516,Kakuma 3,9.0,2025-07-01,Cash Transfer,54.9,Very Unsatisfied,41.1,4.3,4.57,0.48,6.1,679.36,100.3,679.36
516,HH0517,Kakuma 2,7.0,2025-07-01,Cash Transfer,42.5,Very Satisfied,27.3,3.3,3.9,0.47,6.07,338.7,73.1,338.7
517,HH0518,Kalobeyei,1.0,2025-07-01,Cash Transfer,40.16,Very Unsatisfied,32.2,2.3,32.2,2.3,40.16,502.09,74.66,502.09
518,HH0519,Kalobeyei,4.0,2025-06-22,E-Voucher,40.16,Neutral,22.7,2.1,5.68,0.52,10.04,12046.84,64.96,12046.84
519,HH0520,Kakuma 3,4.0,2025-06-24,E-Voucher,36.8,Satisfied,28.3,3.0,7.08,0.75,9.2,11340.6,68.1,11340.6
520,HH0521,Kakuma 4,9.0,2025-06-13,Dry Rations,46.9,Very Satisfied,28.3,3.0,3.14,0.33,5.21,13447.05,78.2,13447.05
521,HH0522,Kakuma 1,6.0,2025-06-12,Cash Transfer,40.16,Satisfied,19.2,1.5,3.2,0.25,6.69,19830.82,60.86,19830.82
522,HH0523,Kakuma 1,9.0,2025-06-30,E-Voucher,56.3,Very Unsatisfied,35.3,4.8,3.92,0.53,6.26,19830.82,96.4,19830.82
